video_id,label,split1,split2,split3
Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_1.avi,brush_hair_test,1,2,1
Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_2.avi,brush_hair_test,1,2,1
Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0.avi,brush_hair_test,1,2,1
Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair_test,2,1,1
Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair_test,2,1,1
Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1.avi,brush_hair_test,2,1,1
Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_0.avi,brush_hair_test,1,1,2
Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_1.avi,brush_hair_test,1,1,2
Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair_test,1,1,2
Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_fr_goo_2.avi,brush_hair_test,2,0,1
Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_0.avi,brush_hair_test,2,1,1
Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_1.avi,brush_hair_test,0,1,1
Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3.avi,brush_hair_test,2,1,1
Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_0.avi,brush_hair_test,2,1,1
Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_2.avi,brush_hair_test,2,1,1
Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ri_goo_1.avi,brush_hair_test,2,1,0
Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_0.avi,brush_hair_test,1,2,1
Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_2.avi,brush_hair_test,1,2,1
Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_le_goo_1.avi,brush_hair_test,1,2,1
Haarek_mmen_brush_hair_h_cm_np1_fr_goo_0.avi,brush_hair_test,1,1,0
Haarek_mmen_brush_hair_h_cm_np1_fr_goo_1.avi,brush_hair_test,1,1,1
Haarek_mmen_brush_hair_h_cm_np1_fr_goo_2.avi,brush_hair_test,1,1,1
Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_1.avi,brush_hair_test,1,1,2
Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2.avi,brush_hair_test,1,1,2
Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_le_med_0.avi,brush_hair_test,1,1,2
My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0.avi,brush_hair_test,1,2,1
Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np1_fr_goo_1.avi,brush_hair_test,1,1,1
Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np2_ri_goo_0.avi,brush_hair_test,1,1,1
Prelinger_HabitPat1954_brush_hair_h_nm_np1_ba_med_2.avi,brush_hair_test,2,1,1
Prelinger_HabitPat1954_brush_hair_h_nm_np1_fr_med_26.avi,brush_hair_test,2,1,1
Prelinger_HabitPat1954_brush_hair_u_cm_np1_le_med_10.avi,brush_hair_test,2,1,1
Prelinger_HabitPat1954_brush_hair_u_nm_np1_le_goo_11.avi,brush_hair_test,2,1,1
Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_0.avi,brush_hair_test,2,1,0
Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_1.avi,brush_hair_test,2,1,1
Silky_Straight_Hair_Original_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair_test,2,1,1
Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_0.avi,brush_hair_test,0,1,2
Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_1.avi,brush_hair_test,1,1,2
Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_2.avi,brush_hair_test,1,1,2
Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair_test,1,1,2
Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_1.avi,brush_hair_test,1,1,2
Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_2.avi,brush_hair_test,1,1,2
atempting_to_brush_my_hair_brush_hair_u_nm_np2_le_goo_0.avi,brush_hair_test,1,1,1
atempting_to_brush_my_hair_brush_hair_u_nm_np2_le_goo_1.avi,brush_hair_test,1,1,1
brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair_test,1,2,1
brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_1.avi,brush_hair_test,1,2,1
brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_2.avi,brush_hair_test,1,2,1
brushing_hair_2_brush_hair_h_nm_np1_ba_med_0.avi,brush_hair_test,1,2,1
brushing_hair_2_brush_hair_h_nm_np1_ba_med_1.avi,brush_hair_test,1,2,1
brushing_hair_2_brush_hair_h_nm_np1_ba_med_2.avi,brush_hair_test,1,2,1
brushing_hair_brush_hair_f_cm_np2_ri_goo_0.avi,brush_hair_test,1,1,2
brushing_hair_brush_hair_f_nm_np2_ba_goo_2.avi,brush_hair_test,1,1,2
brushing_hair_brush_hair_f_nm_np2_ba_goo_4.avi,brush_hair_test,1,1,2
brushing_hair_brush_hair_f_nm_np2_ri_goo_1.avi,brush_hair_test,1,0,2
brushing_hair_brush_hair_f_nm_np2_ri_goo_3.avi,brush_hair_test,1,1,2
brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_0.avi,brush_hair_test,0,1,1
brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1.avi,brush_hair_test,2,1,1
brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_0.avi,brush_hair_test,1,2,1
brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_1.avi,brush_hair_test,1,2,1
brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_2.avi,brush_hair_test,1,2,1
can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0.avi,brush_hair_test,1,1,1
indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_fr_goo_0.avi,brush_hair_test,1,1,2
indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_ri_goo_1.avi,brush_hair_test,1,1,2
long_hair_Christa__brush_hair_u_nm_np1_le_goo_0.avi,brush_hair_test,1,0,1
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair_test,2,1,1
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair_test,2,1,1
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_le_goo_1.avi,brush_hair_test,2,1,1
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3.avi,brush_hair_test,2,0,1
rebecca_golden_hair_brush_hair_h_nm_np1_ba_goo_0.avi,brush_hair_test,1,2,0
red_head_brush_hair_u_cm_np1_ba_goo_0.avi,brush_hair_test,0,1,1
red_head_brush_hair_u_cm_np1_fr_goo_1.avi,brush_hair_test,2,1,1
red_head_brush_hair_u_cm_np1_le_goo_2.avi,brush_hair_test,2,1,1
sarah_brushing_her_hair_brush_hair_h_cm_np1_ri_goo_0.avi,brush_hair_test,1,1,1
sarah_brushing_her_hair_brush_hair_h_cm_np1_ri_goo_1.avi,brush_hair_test,1,1,1
(Rad)Schlag_die_Bank!_cartwheel_f_cm_np1_le_med_0.avi,cartwheel_test,1,1,1
Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_ba_bad_8.avi,cartwheel_test,1,1,1
Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_3.avi,cartwheel_test,1,1,1
Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_4.avi,cartwheel_test,1,1,1
Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_5.avi,cartwheel_test,1,1,1
Aerial_Cartwheel_Tutorial_By_Jujimufu_cartwheel_f_nm_np1_ri_med_0.avi,cartwheel_test,2,1,1
Bayer__Meisterin_Teresa_Stadler_cartwheel_f_cm_np1_le_med_0.avi,cartwheel_test,1,2,0
Bayer__Meisterin_Teresa_Stadler_cartwheel_f_cm_np1_le_med_2.avi,cartwheel_test,1,2,1
Beim_Radschlag_Hose_gerissen_(Nick)_xD_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel_test,2,1,1
Boden_bung_Spoho_Eignungspr_fung_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel_test,1,1,1
Bodenturnen_2004_cartwheel_f_cm_np1_le_med_0.avi,cartwheel_test,1,2,1
Bodenturnen_2004_cartwheel_f_cm_np1_le_med_4.avi,cartwheel_test,1,2,1
Bodenturnen_2004_cartwheel_f_cm_np1_le_med_5.avi,cartwheel_test,1,2,0
Bodenturnen_2004_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel_test,1,2,1
Bodenturnen_cartwheel_f_cm_np1_le_med_3.avi,cartwheel_test,1,1,2
Bodenturnen_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel_test,1,0,2
Bodenturnen_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel_test,1,1,2
Bodenturnen_im_sportunterricht_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel_test,1,2,1
Bodenturnen_im_sportunterricht_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel_test,1,2,1
CarTwHeeL_PerFecT_cartwheel_f_cm_np1_le_med_0.avi,cartwheel_test,2,1,1
Cartwheel_Competition_cartwheel_f_cm_np1_le_med_0.avi,cartwheel_test,1,2,1
Cartwheel_Competition_cartwheel_f_cm_np1_le_med_2.avi,cartwheel_test,1,2,1
Cartwheel_Competition_cartwheel_f_cm_np1_le_med_4.avi,cartwheel_test,1,2,1
Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel_test,0,2,1
Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel_test,1,2,1
Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_5.avi,cartwheel_test,1,2,1
Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_2.avi,cartwheel_test,1,1,2
Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel_test,1,1,2
Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_4.avi,cartwheel_test,1,1,0
Cartwheel_Contest_cartwheel_f_cm_np2_fr_med_0.avi,cartwheel_test,0,1,2
Cartwheel_Contest_cartwheel_f_cm_np2_fr_med_1.avi,cartwheel_test,1,1,2
Charlottes_Brilliant_Roly_Poly__Handstand_Thingy_cartwheel_f_cm_np1_le_bad_1.avi,cartwheel_test,2,1,1
DSHS_Pflicht_Bodenturnen_BAS_1_Bachelor_Spoho_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel_test,1,1,1
Ein_guter_Radschlag_cartwheel_f_cm_np1_ba_med_5.avi,cartwheel_test,1,1,1
Ein_guter_Radschlag_cartwheel_f_nm_np1_ba_med_0.avi,cartwheel_test,1,1,0
Ein_guter_Radschlag_cartwheel_f_nm_np1_ba_med_3.avi,cartwheel_test,1,1,1
Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_1.avi,cartwheel_test,0,1,1
Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_2.avi,cartwheel_test,1,1,1
Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_4.avi,cartwheel_test,1,1,1
Estrela_mini_kelly_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel_test,1,2,1
Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_fr_med_2.avi,cartwheel_test,1,2,1
Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_le_med_3.avi,cartwheel_test,1,2,1
Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel_test,1,2,1
Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel_test,1,2,1
Gymnastics_-_How_to_Do_a_Perfect_Cartwheel_cartwheel_f_cm_np1_le_med_1.avi,cartwheel_test,1,2,1
Gymnastics_-_How_to_Do_a_Perfect_Cartwheel_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel_test,0,2,1
Gymnastics__-_Steps_to_Do_a_Cartwheel_cartwheel_f_nm_np1_le_med_0.avi,cartwheel_test,2,2,0
Handstandk_nig_cartwheel_f_cm_np1_le_med_0.avi,cartwheel_test,1,1,2
Handstandk_nig_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel_test,1,1,2
How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_le_med_0.avi,cartwheel_test,1,1,2
How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel_test,1,1,2
How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_1.avi,cartwheel_test,1,0,2
How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_2.avi,cartwheel_test,1,1,0
How_to_do_a_Cartwheel_cartwheel_f_nm_np1_ri_med_0.avi,cartwheel_test,0,1,2
Jennis_Bodenk_r_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel_test,1,2,1
Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_le_med_2.avi,cartwheel_test,0,1,2
Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_le_med_5.avi,cartwheel_test,1,0,2
Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel_test,1,1,2
Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel_test,1,1,2
Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ba_med_1.avi,cartwheel_test,2,1,0
Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel_test,2,1,1
Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_5.avi,cartwheel_test,2,1,1
Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_6.avi,cartwheel_test,2,1,1
Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_le_med_0.avi,cartwheel_test,2,0,1
Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_le_med_4.avi,cartwheel_test,2,1,1
Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel_test,2,1,1
Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_7.avi,cartwheel_test,2,1,1
Lynn_en_Chelsea_Turnen_cartwheel_f_cm_np2_le_med_0.avi,cartwheel_test,2,1,1
Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_le_med_2.avi,cartwheel_test,1,1,2
Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel_test,1,1,2
Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel_test,1,1,2
Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel_test,1,1,2
Monica_cartwheel_f_cm_np1_le_med_0.avi,cartwheel_test,1,1,2
Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_le_med_3.avi,cartwheel_test,1,0,2
Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel_test,1,1,2
Parada_de_mao_cartwheel_f_cm_np1_ba_med_1.avi,cartwheel_test,2,1,1
Parada_de_mao_cartwheel_f_cm_np1_fr_med_2.avi,cartwheel_test,2,1,1
Parada_de_mao_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel_test,2,1,1
Projekt_SPOHO_2008_-_27_02_08_-_Training-_Bodenk_r_3_cartwheel_f_cm_np1_le_med_3.avi,cartwheel_test,1,1,2
Projekt_SPOHO_2008_-_27_02_08_-_Training-_Bodenk_r_4_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel_test,2,1,1
Rush_Hour_4_Turnk_r_cartwheel_f_cm_np1_le_med_3.avi,cartwheel_test,1,1,1
Rush_Hour_4_Turnk_r_cartwheel_f_cm_np1_le_med_6.avi,cartwheel_test,1,1,1
Sabine_en_Lieke_Turnen_3_cartwheel_f_cm_np2_fr_med_0.avi,cartwheel_test,1,1,1
Simon_Bodenturnen_cartwheel_f_cm_np1_ba_med_2.avi,cartwheel_test,1,2,1
Simon_Bodenturnen_cartwheel_f_cm_np1_fr_med_4.avi,cartwheel_test,1,2,1
Turn_pr_fung_glaser_schule_cartwheel_f_cm_np1_le_med_4.avi,cartwheel_test,1,1,1
Turn_pr_fung_glaser_schule_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel_test,1,1,1
Turnk_r_Pippi_Michel_cartwheel_f_cm_np2_le_med_6.avi,cartwheel_test,1,1,2
Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part2)_cartwheel_f_cm_np1_le_bad_0.avi,cartwheel_test,2,0,1
Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part4)_cartwheel_f_cm_np1_ri_bad_0.avi,cartwheel_test,1,1,2
anna_turnen_cartwheel_f_cm_np1_le_bad_0.avi,cartwheel_test,1,1,2
boden__bung_gaurunde_cartwheel_f_cm_np1_le_med_0.avi,cartwheel_test,2,1,1
boden__bung_gaurunde_cartwheel_f_cm_np1_le_med_2.avi,cartwheel_test,2,1,1
cartwheel_challange_cartwheel_f_cm_np2_le_med_0.avi,cartwheel_test,2,1,1
cartwheel_challange_cartwheel_f_cm_np2_le_med_1.avi,cartwheel_test,2,1,1
cartwheel_competition_43_year_old_vs__15_year_old_cartwheel_f_cm_np2_ri_med_0.avi,cartwheel_test,2,1,1
cartwheels_in_heels_cartwheel_f_cm_np1_fr_med_0.avi,cartwheel_test,1,2,1
gimnasia_cartwheel_f_cm_np1_le_med_3.avi,cartwheel_test,1,2,2
how_to_do_a_cartwheel_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel_test,2,2,1
jenny_~_rad_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel_test,0,2,1
lea_kann_radschlag_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel_test,1,1,1
park_cartwheel_f_cm_np1_ba_med_0.avi,cartwheel_test,1,2,2
turnles!!_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel_test,2,1,1
turnles!!_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel_test,2,1,1
turnles!!_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel_test,2,0,1
turnles!!_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel_test,2,1,1
turnles!!_cartwheel_f_cm_np1_ri_med_6.avi,cartwheel_test,2,1,1
96-_Torwarttraining_1_catch_f_cm_np1_le_bad_0.avi,catch_test,1,1,1
Ball_hochwerfen_-_Rolle_-_Ball_fangen_(Timo_3)_catch_f_cm_np1_le_goo_0.avi,catch_test,1,2,1
Ball_hochwerfen_-_Rolle_-_Ball_fangen_(Timo_3)_catch_f_cm_np1_ri_med_1.avi,catch_test,1,2,1
Ballfangen_catch_u_cm_np1_fr_goo_0.avi,catch_test,1,2,1
Ballfangen_catch_u_cm_np1_fr_goo_1.avi,catch_test,1,2,1
Ballfangen_catch_u_cm_np1_fr_goo_2.avi,catch_test,1,2,1
Behinderten_Sport_part_2_catch_f_cm_np1_fr_bad_0.avi,catch_test,1,1,1
Behinderten_Sport_part_2_catch_f_cm_np1_ri_bad_1.avi,catch_test,1,1,0
Faith_Rewarded_catch_f_cm_np1_fr_med_10.avi,catch_test,1,1,1
Fangen_und_Werfen_catch_u_nm_np1_fr_bad_0.avi,catch_test,2,1,1
Finding_Forrester_3_catch_f_nm_np2_ba_med_7.avi,catch_test,1,1,2
Finding_Forrester_3_catch_u_cm_np1_fr_goo_11.avi,catch_test,1,1,2
Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_0.avi,catch_test,2,1,1
Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_2.avi,catch_test,2,1,1
Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_4.avi,catch_test,2,1,1
Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_1.avi,catch_test,2,1,1
Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_3.avi,catch_test,2,1,1
Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_5.avi,catch_test,2,1,1
Frisbee_catch_f_cm_np1_fr_bad_2.avi,catch_test,1,1,2
Frisbee_catch_f_cm_np1_ri_med_0.avi,catch_test,1,1,2
Frisbee_catch_f_cm_np1_ri_med_1.avi,catch_test,1,1,2
Goal_Keeping_Tips_catch_f_cm_np1_fr_med_0.avi,catch_test,1,1,2
Goal_Keeping_Tips_catch_f_cm_np1_fr_med_2.avi,catch_test,1,1,2
Goal_Keeping_Tips_catch_u_cm_np1_fr_med_1.avi,catch_test,1,1,2
Goal_Keeping_Tips_catch_u_cm_np1_fr_med_3.avi,catch_test,1,1,2
Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_3.avi,catch_test,2,1,1
Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_4.avi,catch_test,2,1,1
Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_5.avi,catch_test,2,1,1
Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_0.avi,catch_test,2,1,1
Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_1.avi,catch_test,2,1,1
Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_2.avi,catch_test,2,1,1
Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ba_bad_2.avi,catch_test,2,1,1
Goalkeeper_Training_Day_#_7_catch_f_cm_np1_le_bad_3.avi,catch_test,2,1,1
Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ri_med_0.avi,catch_test,2,1,1
Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ri_med_1.avi,catch_test,2,1,1
Goalkeeper_Training_Day_#_7_catch_f_nm_np1_ri_bad_4.avi,catch_test,2,1,1
Handball_Passtraining_in_der_Zweiergruppe_(1)_catch_f_cm_np1_le_bad_1.avi,catch_test,0,1,1
Handball_Passtraining_in_der_Zweiergruppe_(1)_catch_f_cm_np1_le_med_0.avi,catch_test,1,1,0
How_to_Pass_in_Basketball_catch_f_cm_np1_le_bad_0.avi,catch_test,0,1,1
